Id,SalePrice
1461,122525.42141263884
1462,148168.7208850312
1463,168716.37975310773
1464,192135.9268163538
1465,200451.47264538016
1466,170294.17088935807
1467,183251.9914656701
1468,162112.6774781795
1469,187055.4030698936
1470,111763.32417068766
1471,188542.83794514934
1472,105225.97941484164
1473,97873.1213639822
1474,148114.06016933834
1475,129235.23318343802
1476,361796.8420879659
1477,244917.1670299388
1478,288621.34497933305
1479,278328.9361363757
1480,480733.4571037206
1481,299832.8144771476
1482,215306.17085484753
1483,177876.4682547442
1484,173246.85483005387
1485,192609.76701588757
1486,198858.07305149274
1487,321261.16684329
1488,233985.66248070475
1489,187607.66818031768
1490,211602.24575291658
1491,199616.37879708447
1492,88966.96785622029
1493,180837.9738644572
1494,280549.63700337755
1495,266657.1917659544
1496,210784.6199051734
1497,172762.11214052344
1498,163142.3842261236
1499,160265.18028667913
1500,148419.1071538279
1501,158004.8623711866
1502,160625.13128889797
1503,268837.51905035105
1504,241254.1000266008
1505,213449.7137488927
1506,186872.73930735796
1507,231120.98866478863
1508,198417.27490280586
1509,163927.6269777454
1510,129743.04598182271
1511,142449.83344877567
1512,165558.11549926974
1513,147660.77880312028
1514,228667.47909597072
1515,201108.44121225586
1516,156058.64260332458
1517,162353.4995388374
1518,124168.32679907826
1519,204174.7644008873
1520,120214.58217714778
1521,124471.09173870714
1522,177064.2860662586
1523,102024.44644434085
1524,121317.0178759454
1525,113685.89759824799
1526,103424.15251562567
1527,99215.00828435893
1528,148862.80766325857
1529,135757.46354186215
1530,205023.04534108206
1531,117850.81331247467
1532,195041.97349938922
1533,152443.16513657622
1534,127068.58634143099
1535,154671.3310048472
1536,113944.02469627392
1537,55906.42931369463
1538,148379.77735093702
1539,211663.05816294433
1540,159614.1559039949
1541,152340.36288888316
1542,138398.72099680008
1543,164149.12594653675
1544,79794.99305358487
1545,112898.96271196325
1546,139357.7142586278
1547,133524.55569845682
1548,130701.81966649568
1549,117602.46256069833
1550,119618.94116024084
1551,121210.35506095218
1552,133603.16067016067
1553,259138.83227442016
1554,126066.5692802938
1555,157872.53496075157
1556,83738.70490126786
1557,153488.7087944406
1558,111836.96662889553
1559,129762.66892235071
1560,121299.78599551729
1561,176241.80659706471
1562,131844.8916922636
1563,116111.48071244053
1564,151297.38678145205
1565,141365.36518814226
1566,246809.97090120908
1567,75968.15370127466
1568,223361.21396471563
1569,118932.70130609993
1570,150457.43636478303
1571,118986.723382199
1572,139509.45453021594
1573,228535.18661247366
1574,108441.17468094802
1575,227523.88588915314
1576,246096.98787150075
1577,187782.639180666
1578,141668.2935000067
1579,131391.37418299657
1580,204218.86471452098
1581,155636.25597031595
1582,123710.1267940073
1583,283649.344635681
1584,223765.73888261002
1585,146303.15330285454
1586,75257.19671316174
1587,108587.28568118055
1588,142145.8296193949
1589,92051.4885107708
1590,137748.57212620732
1591,170642.18543371776
1592,109587.57978541178
1593,123195.62912920985
1594,229113.38977407356
1595,181533.6480606361
1596,208370.80118543113
1597,156458.12267735627
1598,199645.53280115646
1599,188178.39397418697
1600,187333.03690751138
1601,65847.90978729654
1602,125831.53566344712
1603,73377.6556050225
1604,255717.6787640282
1605,247690.93618661663
1606,167674.4327140369
1607,167227.42547732798
1608,222901.4025257175
1609,184060.16996866887
1610,147909.8299454462
1611,135834.50363443606
1612,168571.64088682435
1613,164426.4126779983
1614,136645.38786476883
1615,190754.5223296401
1616,155565.0913359864
1617,97552.76218130265
1618,125553.26953466512
1619,135931.9751067349
1620,139005.49734647543
1621,133008.65973483693
1622,150073.92627534678
1623,264248.1410513711
1624,203308.55406127646
1625,122295.38479486835
1626,158621.28657199588
1627,193338.6082544807
1628,277536.81958813814
1629,183944.28647691346
1630,320619.5862334881
1631,219149.44499896248
1632,225277.68333617153
1633,184310.5623261849
1634,180482.45814430373
1635,169534.84406886043
1636,153615.8102128604
1637,187953.72414001048
1638,187983.5723810439
1639,184141.4419040007
1640,266432.991401721
1641,186163.52846379924
1642,218513.56731347714
1643,222345.152104757
1644,235443.43324614878
1645,212286.9758927007
1646,162636.16795118083
1647,170321.00992488442
1648,127133.86914420946
1649,145865.1800473716
1650,105874.18471907212
1651,122490.56531018853
1652,108757.58577496887
1653,109157.61209018806
1654,146335.39548807975
1655,144004.11173780847
1656,144160.68870602638
1657,146240.1627835239
1658,150476.7428335533
1659,131715.34194760918
1660,164410.39340638818
1661,429003.2188880796
1662,355935.1235442824
1663,360027.9571209004
1664,472102.6079839738
1665,307356.36232298653
1666,308461.4134070304
1667,340102.97687616
1668,330963.3738192562
1669,287112.048359321
1670,331514.3374006747
1671,252206.59228475447
1672,386238.44781222567
1673,289587.5695030944
1674,243198.2228214039
1675,193957.2623858885
1676,186401.52520603858
1677,205047.2052684185
1678,457819.087101077
1679,335994.3696663247
1680,301175.5690910132
1681,241328.95649376776
1682,288308.7809203297
1683,186842.94485259964
1684,184729.7456906585
1685,179490.56570825353
1686,179401.92982126048
1687,182345.94396000035
1688,194854.61607403538
1689,202279.77000513073
1690,200131.3531660173
1691,191062.088590773
1692,257357.92964458297
1693,181958.88010907214
1694,176273.92126916134
1695,171342.91201814185
1696,256647.98857289593
1697,181177.01341447362
1698,329657.3807181241
1699,311815.20990561036
1700,238810.31996082544
1701,267854.1163027682
1702,257748.18194057737
1703,249850.5370841887
1704,272174.5638623309
1705,255032.03854676816
1706,383616.0150185204
1707,207679.27861800324
1708,200949.2972157155
1709,289760.1219046599
1710,232201.32578607587
1711,265844.75722514995
1712,253379.9297709018
1713,242484.97139920967
1714,213208.9575594176
1715,199430.60181507797
1716,192942.49831877276
1717,182977.22454570155
1718,255696.72856758226
1719,209938.8564919863
1720,242095.37847694967
1721,178928.39568923452
1722,238299.00083391368
1723,148766.1801131518
1724,204160.49375222903
1725,224347.37108372958
1726,191755.61165000583
1727,152961.7582904334
1728,184843.504370512
1729,155026.40252724604
1730,173851.2812208692
1731,121393.86175584867
1732,133050.69563913823
1733,115522.4345366653
1734,115869.48434342716
1735,141868.081483888
1736,117193.7342037075
1737,329803.72199883946
1738,242426.275709474
1739,271947.03543351823
1740,208323.27926506233
1741,186373.94042521343
1742,155008.6924965221
1743,170729.0394857501
1744,306896.33798712766
1745,215292.7733638012
1746,215359.87586878485
1747,223197.71728518044
1748,227085.19653605833
1749,149491.36425720877
1750,127353.34855496725
1751,280496.292034136
1752,119175.81808987551
1753,142828.94753778173
1754,195502.63564865376
1755,165320.58410098104
1756,125245.63887951219
1757,125428.0104529161
1758,134744.87300537713
1759,165603.62147796064
1760,157418.98267889096
1761,135417.1369966413
1762,170831.01715297674
1763,180047.85197479214
1764,111052.46316900771
1765,164083.24321567634
1766,181683.8238086204
1767,221811.8318823239
1768,136171.58456974704
1769,184205.28481827982
1770,155074.92183519606
1771,109948.48076331799
1772,127397.53896363004
1773,116016.06829976926
1774,134986.33178794425
1775,141450.77366634147
1776,126579.49516829835
1777,103130.23088345326
1778,137054.53005991582
1779,134357.66007086544
1780,192210.22522600496
1781,126395.591317226
1782,87743.16705768606
1783,135623.72647440532
1784,104784.85105235665
1785,112931.15007645414
1786,115292.48634648902
1787,175819.0743663923
1788,121290.14336856699
1789,92960.87391601334
1790,75220.7461240027
1791,187323.02987001694
1792,164933.92329610346
1793,148055.1471267077
1794,159532.71750121226
1795,134006.10491457628
1796,146404.97695076338
1797,119316.6884447008
1798,118491.03709571609
1799,107568.80978465005
1800,122651.88746360996
1801,121983.0835162458
1802,132537.13306918752
1803,146239.72838172078
1804,135856.8851262835
1805,137476.55308891166
1806,136765.54614279306
1807,118367.61500225488
1808,121784.29093501963
1809,220575.9731113626
1810,141110.3295977773
1811,166618.61633543245
1812,166762.14698736175
1813,122108.28099974539
1814,92299.12724847553
1815,58481.15687413965
1816,115484.60162600539
1817,96681.48893105457
1818,151410.0962811588
1819,122423.33586153924
1820,130628.1535625356
1821,123021.97995761698
1822,157397.9219334492
1823,97244.64007233505
1824,117527.96131292354
1825,130420.59926412384
1826,105179.48490778035
1827,97640.16472846214
1828,124648.67346965587
1829,116374.95396822057
1830,144235.40004160945
1831,158707.56073370168
1832,135148.0908236847
1833,148559.2987984182
1834,140693.3683047832
1835,196312.16163347792
1836,121923.1184318843
1837,158969.0227356269
1838,135215.26256853656
1839,113737.37362736078
1840,205577.28684335496
1841,108215.25200921918
1842,80213.87165113767
1843,131168.78532165714
1844,143114.8782567625
1845,132865.71321549593
1846,160374.43716502807
1847,170231.60065532997
1848,107512.17806588663
1849,125901.93241839483
1850,110803.53836041593
1851,157352.80598806415
1852,126304.250855902
1853,119573.69991607472
1854,177847.19930401215
1855,171481.0944404967
1856,223103.74906525444
1857,171210.79018627843
1858,141954.01358050844
1859,127798.3488165424
1860,132258.83183436838
1861,127028.37057746685
1862,278235.87334680866
1863,275215.9976160528
1864,275255.474007423
1865,343632.6998175799
1866,323806.4685012538
1867,239104.97754602917
1868,290175.9808527919
1869,202800.5183937661
1870,226504.0661506344
1871,260561.24040526958
1872,180512.05185950405
1873,223596.49990594617
1874,152458.67494438286
1875,196162.25837957888
1876,185303.1278441543
1877,198956.97782657453
1878,213804.74651429467
1879,120721.43540655324
1880,132922.97171134452
1881,244015.12342983732
1882,253634.79399601347
1883,187865.34015420373
1884,200071.098020863
1885,233395.40109307034
1886,266411.7833132876
1887,208782.25368711125
1888,265631.78137293644
1889,168542.95704480293
1890,124268.13662884277
1891,151969.42557730558
1892,98746.1557253691
1893,126919.18616542628
1894,206511.0910586241
1895,141383.5717081612
1896,127349.07040760983
1897,108688.21889032668
1898,122771.59806243383
1899,155955.4342056614
1900,150664.4309518346
1901,160180.75761120237
1902,131261.96613458864
1903,199440.43814422042
1904,122368.97373623321
1905,178227.924207032
1906,144321.47127840994
1907,212788.66389708428
1908,121247.89401515221
1909,140158.19186283098
1910,133577.5865159263
1911,194308.65278067486
1912,300569.13570135593
1913,128405.32036167523
1914,74599.54407891586
1915,267327.97423074284
1916,50982.555758654344
1917,261986.85330692964
1918,150584.54853729348
1919,187525.9105285388
1920,147476.9747098213
1921,364492.311304087
1922,303682.6392659812
1923,245320.97797044972
1924,224976.89774386326
1925,206079.71363425057
1926,364694.17194642103
1927,138334.28706794605
1928,165143.96074990317
1929,130753.57761329232
1930,142704.47527619827
1931,140270.2600556811
1932,137534.67398232652
1933,188347.2706990763
1934,182224.04647118546
1935,170193.26719294497
1936,184386.38571432527
1937,178859.96054193383
1938,162839.71564937747
1939,246773.9785549444
1940,193039.66932534287
1941,170873.43214413585
1942,175668.7953992339
1943,210393.46017212147
1944,321280.4261839146
1945,335833.17043117207
1946,145625.4068175104
1947,251906.88814238767
1948,181022.35702054773
1949,231727.8348499624
1950,190941.529222647
1951,232648.68368311352
1952,215837.14618582628
1953,165412.72558109573
1954,199767.95588877783
1955,137619.1579304152
1956,363529.68555474875
1957,148472.75693693227
1958,302134.6031930632
1959,129748.94802635652
1960,107544.95474672416
1961,114561.67234923717
1962,107055.44138146049
1963,119858.39797507656
1964,105209.15681015803
1965,151450.1036861117
1966,154094.67099609485
1967,274100.886207535
1968,373744.1844197672
1969,353773.37500701676
1970,364790.8285330019
1971,480895.1492830513
1972,352733.7787822501
1973,294562.67226022476
1974,305997.5047097621
1975,511054.51636835333
1976,260379.51933068654
1977,335025.6187087085
1978,340191.39093045687
1979,314651.0962084603
1980,206558.98373681144
1981,315284.89124694304
1982,209361.41533922584
1983,206715.5790066008
1984,176258.6093969924
1985,212928.46249495566
1986,209835.2461974448
1987,182968.18011537936
1988,181202.1145529137
1989,199295.4330632376
1990,212443.62044427544
1991,216013.73079170554
1992,224112.04664968737
1993,177807.6110102677
1994,233810.66706185933
1995,192113.8160942353
1996,254311.7121838956
1997,300101.4474952352
1998,299717.89379656524
1999,261548.64403152405
2000,321986.1150728084
2001,265493.98952131334
2002,224612.36080899727
2003,259115.8854742954
2004,284235.2271532627
2005,236078.16847713027
2006,223741.53961672756
2007,256835.95680776463
2008,200303.91753040164
2009,191764.4489663873
2010,202722.16960705092
2011,268120.22539516154
2012,181329.3338149971
2013,176818.3419670783
2014,184385.2861394229
2015,202558.5431126971
2016,186414.06773860683
2017,197528.11919269458
2018,123656.35360648623
2019,141253.81732396613
2020,103713.60710990625
2021,105015.49483394904
2022,184715.9390921887
2023,134973.769479656
2024,281302.0107493536
2025,368716.4257148746
2026,179595.2241834037
2027,151991.27228686534
2028,150465.5555593268
2029,154371.29380752717
2030,258028.9283554622
2031,241977.67863380403
2032,248714.3098844038
2033,240723.9441515837
2034,163078.2498412344
2035,207274.35189809965
